restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address,is_open
Al Madina Roll House,Quick Bites,3.6,16,150.0,Yes,No,Biryani,Kalyan Nagar,Kalyan Nagar,Yes
Al Manar,Quick Bites,2.8,40,400.0,No,No,"South Indian, North Indian, Chinese",Koramangala 7th Block,Wilson Garden,Yes
Al Noor,Quick Bites,3.7,21,350.0,No,No,"North Indian, Chinese, Arabian, Rolls",Brigade Road,Shivajinagar,Yes
Al Sadique,Quick Bites,3.9,185,450.0,Yes,No,"North Indian, Mughlai, Chinese, Rolls",Rajajinagar,Magadi Road,Yes
Al Sadique Restaurant,Quick Bites,3.4,32,350.0,No,No,"Mughlai, North Indian, Street Food",MG Road,Frazer Town,Yes
Al Swaad Take Away,Quick Bites,3.1,12,350.0,Yes,No,"North Indian, South Indian, Arabian",Brigade Road,Richmond Road,Yes
Al Taj Fast Food,Quick Bites,3.2,4,600.0,Yes,No,"Fast Food, North Indian, South Indian, Chinese",Rajajinagar,Vijay Nagar,Yes
Al Zaiqa Hotel,Quick Bites,3.4,14,200.0,Yes,No,"Chinese, South Indian, Fast Food",Marathahalli,Marathahalli,Yes
Alampur Bar And Restaurant,Casual Dining,3.7,42,900.0,Yes,No,"Chinese, South Indian, North Indian",Brigade Road,Race Course Road,Yes
Alankar Restaurant,Casual Dining,2.8,40,800.0,No,No,"South Indian, North Indian, Chinese",Marathahalli,Marathahalli,Yes
Alankrutha,Casual Dining,3.8,260,500.0,Yes,No,"Andhra, Biryani, North Indian, Chinese",Koramangala 5th Block,BTM,Yes
Alba - JW Marriott Bengaluru,Fine Dining,4.4,561,4000.0,No,Yes,Italian,Church Street,Lavelle Road,Yes
Al-Badia Restaurant,Casual Dining,4.2,89,700.0,No,No,Arabian,Kalyan Nagar,Kammanahalli,Yes
Al-Baik Kabab Corner,Quick Bites,3.2,25,350.0,Yes,No,"Kebab, Biryani",Malleshwaram,Yeshwantpur,Yes
Al-Baik Tandoori Restaurant,Quick Bites,3.6,113,450.0,Yes,No,"North Indian, Chinese, Arabian, Biryani, Rolls",Frazer Town,Nagawara,Yes
Al-Bek,Casual Dining,3.9,682,650.0,Yes,No,"North Indian, Mughlai, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar,Yes
Albert Bakery,Bakery,4.3,346,150.0,No,No,"Bakery, Fast Food",Frazer Town,Frazer Town,Yes
Alchemy - The Chancery Pavilion,"Microbrewery, Casual Dining",4.3,446,2000.0,No,Yes,Modern Indian,Brigade Road,Residency Road,Yes
Alchemy Coffee Roasters,Cafe,4.2,704,500.0,No,No,Cafe,Basavanagudi,Jayanagar,Yes
Alfa Family Restaurant,Casual Dining,3.0,27,400.0,No,No,"North Indian, Arabian, Chinese",Basavanagudi,Wilson Garden,Yes
Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,"Bar, Casual Dining",3.7,77,2000.0,No,Yes,Continental,Malleshwaram,Malleshwaram,Yes
Al-Hyatt,Quick Bites,,40,300.0,No,No,"Biryani, Chinese",Koramangala 6th Block,Ejipura,Yes
Ali Snacks Point,Quick Bites,3.4,5,150.0,Yes,No,"Chinese, Momos",Malleshwaram,Malleshwaram,Yes
Alibaba Cafe and Restaurant,Casual Dining,2.9,55,700.0,No,No,"Arabian, Middle Eastern",Kammanahalli,Kalyan Nagar,Yes
Alibi - Maya International Hotel,Casual Dining,1.8,224,1200.0,No,No,"North Indian, Continental, Chinese",Brigade Road,Church Street,Yes
AlienSip,Beverage Shop,3.6,11,200.0,Yes,No,Juices,Bannerghatta Road,BTM,Yes
Alif Restaurant,Casual Dining,3.6,26,600.0,Yes,No,"North Indian, Chinese",Bannerghatta Road,JP Nagar,Yes
Aligarh House,Delivery,4.4,98,400.0,Yes,No,"North Indian, Biryani, Awadhi, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala,Yes
Alikemom,"Takeaway, Delivery",2.8,40,300.0,Yes,No,North Indian,Electronic City,Electronic City,Yes
All Aromas,Quick Bites,2.8,40,400.0,Yes,No,"North Indian, Biryani",Basavanagudi,Jayanagar,Yes
All Saints Bakery,Bakery,3.6,23,200.0,No,No,Bakery,Brigade Road,Brigade Road,Yes
All Shook Up,"Dessert Parlor, Beverage Shop",3.6,34,300.0,Yes,No,"Desserts, Beverages",Brookefield,Marathahalli,Yes
All Shook Up!,"Dessert Parlor, Beverage Shop",3.6,19,300.0,Yes,No,"Desserts, Beverages",Malleshwaram,Rajajinagar,Yes
Allahabadi Tadaka,Casual Dining,2.9,46,250.0,No,No,North Indian,Indiranagar,Domlur,Yes
Allana Kabab,Quick Bites,3.3,4,200.0,No,No,North Indian,Church Street,Richmond Road,Yes
Alloro - The Oterra,Fine Dining,4.0,63,2500.0,No,Yes,Italian,Electronic City,Electronic City,Yes
Al-Madina,"Takeaway, Delivery",3.3,8,500.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,Yes
Al-Madina Restaurant,Casual Dining,3.4,22,400.0,No,No,"Arabian, North Indian, Chinese, Kerala",Basavanagudi,City Market,Yes
Al-Marhaba Restaurant,Quick Bites,2.8,40,400.0,Yes,No,"Arabian, Chinese, North Indian, Rolls, Momos",Bannerghatta Road,BTM,Yes
Al-Noor Restaurant,Quick Bites,2.8,40,400.0,Yes,No,"Chinese, North Indian, Mughlai",Kalyan Nagar,Nagawara,Yes
Alpha - House of Biryani & Tandoor,Casual Dining,3.3,387,800.0,Yes,No,"Biryani, North Indian, Chinese",Brookefield,Whitefield,Yes
Al-Sidique,Quick Bites,4.0,314,400.0,Yes,No,"North Indian, Chinese",Rajajinagar,Vijay Nagar,Yes
alt,"Bar, Lounge",4.1,821,1900.0,No,Yes,Finger Food,Whitefield,Whitefield,Yes
Altaf's Chillies Restaurant,Casual Dining,3.8,229,500.0,Yes,No,"North Indian, Chinese",Frazer Town,Frazer Town,Yes
Altaj Restaurant,Casual Dining,3.3,6,700.0,No,No,"North Indian, Chinese",Malleshwaram,Rajajinagar,Yes
Al-Taj Restaurant,Casual Dining,3.3,10,600.0,Yes,No,"South Indian, North Indian, Chinese",Rajajinagar,Rajajinagar,Yes
Alter Ego D'Deli,Cafe,3.8,140,650.0,Yes,No,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",Kalyan Nagar,Kalyan Nagar,Yes
Alto Vino - Bengaluru Marriott Hotel Whitefield,Fine Dining,4.3,263,3000.0,No,Yes,"Italian, Salad",Brookefield,Whitefield,Yes
AM WOW,Beverage Shop,3.4,6,100.0,Yes,No,Beverages,Banashankari,Jayanagar,Yes
Amadora Gourmet Ice Cream & Sorbet,Dessert Parlor,2.8,40,500.0,No,No,Desserts,Brookefield,Whitefield,Yes
Amande Patisserie,Bakery,4.0,73,300.0,Yes,No,"Bakery, French, Desserts",Banashankari,Basavanagudi,Yes
Amanthrana Gardenia,Casual Dining,3.8,107,800.0,Yes,No,"North Indian, Andhra, BBQ, Seafood, Chinese",Brookefield,Brookefield,Yes
Amantrana,Casual Dining,3.2,15,800.0,No,No,"North Indian, South Indian",Rajajinagar,Magadi Road,Yes
Amar Kolkata,Quick Bites,3.2,4,300.0,No,No,"Bengali, North Indian, Chinese",Indiranagar,Old Airport Road,Yes
Amara Food Point,"Takeaway, Delivery",3.3,4,250.0,No,No,South Indian,"Byresandra,Tavarekere,Madiwala",BTM,Yes
Amaravathi Bar & Restaurant,"Casual Dining, Bar",3.7,43,400.0,No,No,"North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar,Yes
Amaravathi Mess,Quick Bites,3.6,108,400.0,Yes,No,"Andhra, Biryani",Electronic City,Electronic City,Yes
Amaravati,Quick Bites,3.6,39,400.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,Yes
Amaravati - Pure Veg Restaurant,Quick Bites,3.5,93,350.0,Yes,No,"South Indian, North Indian, Chinese",Marathahalli,Kaggadasapura,Yes
Amaravati Authentic Andhra Restaurant,Casual Dining,3.0,148,600.0,Yes,No,"Andhra, Chinese, North Indian, Biryani",Brookefield,Brookefield,Yes
Amaravati Food Court,Quick Bites,3.3,7,300.0,Yes,No,Kerala,Whitefield,Whitefield,Yes
Amaravati Grand,Casual Dining,3.3,7,550.0,No,No,"Chinese, Andhra, Mangalorean",Jayanagar,BTM,Yes
Amazing Blue Pub,Pub,3.4,10,900.0,No,No,Finger Food,Malleshwaram,Seshadripuram,Yes
Ambara Gardenia,Casual Dining,3.8,256,800.0,Yes,Yes,"Andhra, North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Bannerghatta Road,Yes
Ambarsaria,Casual Dining,2.7,57,800.0,No,No,North Indian,New BEL Road,New BEL Road,Yes
Amber Rush by The Pool,"Bar, Casual Dining",3.9,140,1500.0,No,No,"North Indian, Chinese, Continental",Brookefield,Marathahalli,Yes
Amber Rush Restobar,Pub,4.1,93,1000.0,No,Yes,"Continental, Chinese, Fast Food",Brigade Road,Residency Road,Yes
Ambika Biryani Corner,Quick Bites,3.5,37,300.0,No,No,Biryani,Rajajinagar,Rajajinagar,Yes
Ambika Vegetarian Hotel,Casual Dining,3.7,31,500.0,No,No,"North Indian, Fast Food",Malleshwaram,Rajajinagar,Yes
Ambujam's Chettinad Mess,"Quick Bites, Mess",3.2,27,400.0,Yes,No,"South Indian, Chettinad",Kammanahalli,Banaswadi,Yes
Ambur Azad Darbar,Quick Bites,3.1,6,250.0,No,No,"North Indian, Fast Food, Biryani",Jayanagar,BTM,Yes
Ambur Biriyani,Quick Bites,3.2,4,200.0,No,No,Biryani,Indiranagar,Old Airport Road,Yes
Ambur Biriyani Centre,Quick Bites,3.2,6,150.0,No,No,Biryani,Sarjapur Road,Bellandur,Yes
Ambur Biriyani Classic,Casual Dining,3.3,136,700.0,Yes,No,"Biryani, South Indian, North Indian",Electronic City,Electronic City,Yes
Ambur Biriyani Point,Quick Bites,3.6,26,150.0,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",BTM,Yes
Ambur Biriyani Zone,Quick Bites,3.2,4,200.0,No,No,"Biryani, Kebab",Kammanahalli,Kammanahalli,Yes
Ambur Biryani,Quick Bites,3.2,5,450.0,No,No,"South Indian, Fast Food",HSR,HSR,Yes
Ambur Biryani Hotel,Quick Bites,3.2,13,200.0,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Yes
Ambur Biryani Mess,Mess,3.4,18,250.0,No,No,Biryani,Koramangala 4th Block,Koramangala 6th Block,Yes
Ambur Biryani Point,Quick Bites,3.3,8,150.0,No,No,Biryani,Bellandur,Sarjapur Road,Yes
Ambur Chicken Biryani,Quick Bites,3.1,9,250.0,No,No,Biryani,HSR,HSR,Yes
Ambur Darbar Biriyani Point,Quick Bites,3.2,24,200.0,Yes,No,Biryani,Malleshwaram,Yeshwantpur,Yes
Ambur Dum Biriyani,Quick Bites,2.8,40,160.0,No,No,Biryani,Banashankari,Basavanagudi,Yes
Ambur Dum Biryani,Quick Bites,2.8,40,300.0,No,No,"Biryani, Fast Food",Electronic City,Electronic City,Yes
Ambur Hot Dum Biriyani,Quick Bites,3.1,6,200.0,No,No,Biryani,Old Airport Road,Jeevan Bhima Nagar,Yes
Ambur Hot Dum Biryani,Quick Bites,3.0,9,200.0,No,No,Biryani,Marathahalli,Thippasandra,Yes
Ambur Star Biryani,Quick Bites,3.5,22,200.0,No,No,Biryani,Bellandur,Sarjapur Road,Yes
Ambur Star Briyani,Casual Dining,3.6,17,500.0,Yes,No,"North Indian, Chinese, Biryani",Indiranagar,Indiranagar,Yes
Ambur Star Dum Biriyani,Quick Bites,3.2,4,200.0,No,No,Biryani,Residency Road,Wilson Garden,Yes
Ambur Star Dum Biryani,Quick Bites,2.8,40,250.0,No,No,Biryani,Bellandur,Sarjapur Road,Yes
Ambur Tasty Biriyani,Quick Bites,3.2,4,200.0,No,No,Biryani,HSR,HSR,Yes
Amchoor,Quick Bites,3.8,38,250.0,Yes,No,"North Indian, Beverages",Marathahalli,Marathahalli,Yes
Amdo's Corner Tibetan Foods,Quick Bites,4.0,47,250.0,No,No,"Tibetan, Momos",Brigade Road,Richmond Road,Yes
American Bites,Quick Bites,2.4,48,450.0,Yes,No,"Fast Food, Burger, Pizza",Frazer Town,Kalyan Nagar,Yes
American Desserts,"Takeaway, Delivery",3.6,23,500.0,Yes,No,"Desserts, Bakery",Kalyan Nagar,Banaswadi,Yes
Amexicano,Food Truck,3.8,31,400.0,No,No,"American, Mexican",Indiranagar,East Bangalore,Yes
Amigos Kitchen,Quick Bites,3.7,64,400.0,Yes,No,"Chinese, North Indian, Mexican, Fast Food",Kalyan Nagar,Banaswadi,Yes
Amjad Bhai's Star Hotel - Home Food Only,Quick Bites,2.8,40,300.0,No,No,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala",BTM,Yes
Ammachide Addukala,Quick Bites,3.5,6,300.0,No,No,Kerala,Bannerghatta Road,Bannerghatta Road,Yes
Amma's Biryani & Rice,Quick Bites,2.8,40,300.0,Yes,No,"Biryani, Fast Food",Kalyan Nagar,Kammanahalli,Yes
Amma's Cafe,Quick Bites,3.2,6,300.0,No,No,Fast Food,HSR,HSR,Yes
Amma's Pastries,Bakery,3.9,130,400.0,No,No,Bakery,Kalyan Nagar,HBR Layout,Yes
Amma's Special,Quick Bites,,40,400.0,No,No,South Indian,Koramangala 6th Block,Koramangala 1st Block,Yes
Ammayi Thakkaram,Quick Bites,,40,400.0,No,No,"Kerala, South Indian",Koramangala 6th Block,BTM,Yes
Ammi's Biryani,Casual Dining,2.7,171,500.0,Yes,No,"Biryani, North Indian",Kalyan Nagar,Kalyan Nagar,Yes
Ammus Hot N Cool,Quick Bites,3.4,84,300.0,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,Yes
Amnesia - The Poolside Bar,"Casual Dining, Bar",3.7,15,2000.0,No,No,"North Indian, Chinese, Continental",Brigade Road,Residency Road,Yes
Amoeba Sports Bar,"Lounge, Bar",3.9,568,1000.0,Yes,Yes,"Continental, Chinese",Brookefield,Whitefield,Yes
Amontron,Casual Dining,3.9,435,650.0,Yes,No,Bengali,Bannerghatta Road,BTM,Yes
Amour Fine Patisserie,"Cafe, Dessert Parlor",4.0,82,500.0,Yes,Yes,"Cafe, Desserts, Continental",HSR,HSR,Yes
Amravathi Restaurants & Caterers,Quick Bites,3.1,6,400.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,Yes
Amrit,Food Court,3.4,24,600.0,No,No,"North Indian, Seafood","Byresandra,Tavarekere,Madiwala",JP Nagar,Yes
Amrita Nadia Sweets,Sweet Shop,3.2,4,400.0,Yes,No,Mithai,New BEL Road,Jalahalli,Yes
Amrith Ice Cream,Dessert Parlor,4.1,81,100.0,No,No,Ice Cream,Malleshwaram,Malleshwaram,Yes
Amritsari Kulcha Bite,Quick Bites,3.9,99,150.0,Yes,No,North Indian,Indiranagar,Ulsoor,Yes
Amritsari Kulcha Land,Quick Bites,4.0,260,300.0,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",JP Nagar,Yes
Amrut,Quick Bites,3.5,250,300.0,Yes,No,"North Indian, Chinese, Fast Food",Malleshwaram,Malleshwaram,Yes
Amruta,Casual Dining,3.8,20,600.0,No,No,"South Indian, North Indian, Chinese",Lavelle Road,Majestic,Yes
Amruth Parkland,"Bar, Casual Dining",3.5,54,900.0,No,No,"North Indian, Chinese",Sarjapur Road,Sarjapur Road,Yes
Amrutha Foods,Quick Bites,2.8,40,300.0,No,No,South Indian,Marathahalli,Old Airport Road,Yes
Amrutha Grand Restaurant,Casual Dining,3.2,204,500.0,Yes,No,"North Indian, Biryani, Chinese",Bellandur,Sarjapur Road,Yes
Amrutha Mess,Quick Bites,3.4,5,300.0,No,No,Kerala,"Byresandra,Tavarekere,Madiwala",BTM,Yes
Amrutha Sweets,Quick Bites,3.5,13,200.0,No,No,"Street Food, Mithai",Koramangala 4th Block,Ejipura,Yes
AM's Cafe Recreate,"Takeaway, Delivery",3.3,8,250.0,Yes,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",BTM,Yes
Amul Ice Cream,Dessert Parlor,2.8,40,100.0,Yes,No,"Desserts, Ice Cream",HSR,HSR,Yes
An Egg Story,Cafe,4.0,241,600.0,No,No,"Cafe, Continental, American, Italian",Kalyan Nagar,Kalyan Nagar,Yes
Anamika Roll Centre,Quick Bites,3.2,4,300.0,No,No,"North Indian, Fast Food, Rolls",Jayanagar,Wilson Garden,Yes
Anand Donne Biriyani,Quick Bites,3.6,45,200.0,Yes,No,Biryani,Banashankari,Jayanagar,Yes
Anand Sagar Inn,Casual Dining,3.2,6,450.0,No,No,"South Indian, North Indian, Chinese",Jayanagar,Basavanagudi,Yes
Anand Sweets and Savouries,Quick Bites,4.0,99,400.0,Yes,No,"Mithai, Street Food",Kalyan Nagar,Kammanahalli,Yes
Anand Vihar,Quick Bites,2.5,58,,No,No,"North Indian, Chinese",Frazer Town,RT Nagar,Yes
Anda Ka Funda,Quick Bites,3.1,14,300.0,Yes,No,"North Indian, Chinese",JP Nagar,Jayanagar,Yes
Anda Special-Pav Bhaji,Quick Bites,3.4,8,200.0,Yes,No,Fast Food,New BEL Road,Yeshwantpur,Yes
Andal Mess,Mess,3.1,22,300.0,Yes,No,"Biryani, South Indian, North Indian",Koramangala 4th Block,Domlur,Yes
Ande Ka Funda,Quick Bites,2.8,60,250.0,No,No,"North Indian, Fast Food, Rolls","Byresandra,Tavarekere,Madiwala",BTM,Yes
Andhra Amigos,Casual Dining,3.6,81,350.0,Yes,No,"Andhra, North Indian, Biryani",Electronic City,Electronic City,Yes
Andhra Bhojanam,Casual Dining,3.6,21,600.0,No,No,"North Indian, South Indian, Andhra",Bannerghatta Road,Bannerghatta Road,Yes
Andhra Biriyani Palace,Quick Bites,2.8,40,250.0,Yes,No,"Biryani, Andhra",Kalyan Nagar,Nagawara,Yes
Andhra Biryani & Curries,Quick Bites,3.1,4,400.0,Yes,No,"North Indian, South Indian, Chinese, Andhra, Biryani",Electronic City,Electronic City,Yes
Andhra Biryanis,Casual Dining,4.0,108,700.0,Yes,No,"Andhra, Biryani, North Indian",Brookefield,Whitefield,Yes
Andhra Box,Quick Bites,3.2,4,400.0,No,No,"Andhra, Biryani, Chinese",Brookefield,Marathahalli,Yes
Andhra Central,Food Court,3.1,13,400.0,Yes,No,Andhra,Brookefield,Marathahalli,Yes
Andhra Chettinad Cuisine,Quick Bites,3.6,24,250.0,No,No,"Andhra, South Indian, Chettinad",Electronic City,Electronic City,Yes
Andhra Express,"Takeaway, Delivery",3.7,19,300.0,Yes,No,"Andhra, Biryani, North Indian, Beverages",Marathahalli,CV Raman Nagar,Yes
Andhra Food Cafe (AFC),Quick Bites,3.3,46,250.0,Yes,No,"Andhra, North Indian, South Indian",Electronic City,Electronic City,Yes
Andhra Ghumaghumalu,Quick Bites,2.8,40,300.0,Yes,No,"Andhra, Biryani, North Indian",Brookefield,Whitefield,Yes
Andhra Grills,Casual Dining,3.0,55,800.0,No,No,"Andhra, North Indian, Biryani",Bannerghatta Road,JP Nagar,Yes
Andhra Kafe,Casual Dining,3.8,241,550.0,Yes,No,"Andhra, South Indian, North Indian, Biryani",Brookefield,Whitefield,Yes
Andhra Kitchen,Quick Bites,3.9,45,400.0,Yes,No,Andhra,Electronic City,Electronic City,Yes
Andhra Mess,Mess,2.8,17,400.0,Yes,No,"Andhra, Biryani, Chinese",Brookefield,Brookefield,Yes
Andhra Paris,Quick Bites,3.2,5,250.0,Yes,No,Andhra,Bellandur,Sarjapur Road,Yes
Andhra Ruchi's Restaurant,Delivery,3.1,72,500.0,Yes,No,"Andhra, North Indian, Biryani",Whitefield,Whitefield,Yes
Andhra Ruchulu,Casual Dining,4.2,1428,800.0,Yes,Yes,"Andhra, North Indian",Bannerghatta Road,JP Nagar,Yes
Andhra Spice,Casual Dining,2.8,40,600.0,No,No,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",Bellandur,Sarjapur Road,Yes
Andhra Spice Mess,Quick Bites,3.4,9,250.0,Yes,No,"Andhra, Biryani, North Indian, Chinese",New BEL Road,New BEL Road,Yes
Andhra Spices,Quick Bites,3.2,4,,No,No,"Andhra, Chinese, South Indian",Whitefield,Brookefield,Yes
Andhra Spicy,Quick Bites,3.5,11,400.0,No,No,"Andhra, Biryani",Bellandur,Bellandur,Yes
Andhra Spicy Food Court,Quick Bites,3.2,22,400.0,Yes,No,"Andhra, Biryani",Electronic City,Electronic City,Yes
Andhra Spicy Inn,Quick Bites,2.8,40,450.0,Yes,No,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese",Kalyan Nagar,Nagawara,Yes
Andhra Star Biryani,Quick Bites,3.2,6,200.0,No,No,Biryani,Marathahalli,Brookefield,Yes
Andhra Vantakam,Casual Dining,3.9,317,800.0,Yes,No,"Andhra, Chinese, North Indian, Seafood",Malleshwaram,Rajajinagar,Yes
Andhra Vantillu,Quick Bites,3.3,4,350.0,No,No,"South Indian, North Indian",HSR,HSR,Yes
Andhra Vilaas,Quick Bites,3.7,52,350.0,Yes,No,"Andhra, North Indian, Biryani",Bellandur,Sarjapur Road,Yes
Andhra Vindu Multi Cuisine Restaurant,Casual Dining,3.3,11,600.0,Yes,No,"Andhra, South Indian, Fast Food",Brookefield,Marathahalli,Yes
Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Cafe,3.1,12,300.0,No,No,"Cafe, Beverages, Fast Food",New BEL Road,New BEL Road,Yes
Angaar Biriyani,Quick Bites,3.7,92,400.0,Yes,No,"Biryani, Chinese, Fast Food",Whitefield,Whitefield,Yes
Angaar Indian Grill & Restaurant,Casual Dining,3.9,121,600.0,No,No,"Arabian, Mughlai, North Indian, Chinese, Rolls",Kalyan Nagar,HBR Layout,Yes
Angel Mess,Quick Bites,3.5,17,200.0,No,No,South Indian,Marathahalli,Kaggadasapura,Yes
Angel Mutton Leg Soup,Quick Bites,3.5,22,200.0,No,No,South Indian,Indiranagar,Jeevan Bhima Nagar,Yes
Angel Restaurant,Quick Bites,2.8,165,450.0,Yes,No,"Kerala, South Indian, North Indian",Bannerghatta Road,Bannerghatta Road,Yes
Angel's Kitchen,Quick Bites,3.5,10,300.0,No,No,Kerala,Whitefield,Whitefield,Yes
Angiie's Cafe,Quick Bites,3.7,29,450.0,Yes,No,"Burger, Fast Food",Bellandur,Sarjapur Road,Yes
Anika's India Kitchen,Delivery,3.3,5,250.0,Yes,No,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",HSR,Yes
Aniram's,Delivery,4.1,739,500.0,Yes,No,"Chinese, North Indian",Bannerghatta Road,JP Nagar,Yes
Anjappaar,Casual Dining,3.9,96,650.0,No,No,"Chettinad, South Indian",Marathahalli,Marathahalli,Yes
Anjappar,Casual Dining,2.7,40,650.0,No,No,"Chettinad, South Indian",Jayanagar,JP Nagar,Yes
Anju's Cafe,Cafe,3.4,6,600.0,No,No,"Cafe, North Indian",Bannerghatta Road,JP Nagar,Yes
Anna Kuteera,Casual Dining,3.8,62,400.0,No,No,"South Indian, North Indian, Chinese",Residency Road,St. Marks Road,Yes
Annabell,"Quick Bites, Beverage Shop",4.0,264,700.0,Yes,No,"Continental, Beverages",Indiranagar,Indiranagar,Yes
Annalakshmi,Casual Dining,3.5,28,700.0,No,No,"Andhra, Chettinad",Bellandur,Bellandur,Yes
Annapoorani,Casual Dining,3.9,434,400.0,No,No,South Indian,Indiranagar,Indiranagar,Yes
Annapoorni Grand,Casual Dining,3.9,82,450.0,No,No,"Chinese, South Indian, North Indian",Lavelle Road,Majestic,Yes
Annappa's Naati Mane,Quick Bites,3.5,73,400.0,No,No,"South Indian, Chinese",Rajajinagar,Rajajinagar,Yes
Annapurna Andhra Hotel,Quick Bites,3.3,5,400.0,Yes,No,"Mughlai, Chinese, North Indian",Electronic City,Electronic City,Yes
Annapurna Bengali Restaurant,Casual Dining,3.9,50,500.0,No,No,Bengali,Brookefield,Whitefield,Yes
Annapurna Benne Dose,Quick Bites,2.8,40,200.0,Yes,No,South Indian,JP Nagar,JP Nagar,Yes
Annapurna Foods,Casual Dining,3.5,11,400.0,Yes,No,"North Indian, Chinese, Hyderabadi",Bellandur,Bellandur,Yes
Antarastriya,Quick Bites,3.9,461,200.0,Yes,No,"Chinese, Fast Food, Momos",Malleshwaram,Malleshwaram,Yes
ANTIGRAVITY,"Pub, Casual Dining",4.4,730,1500.0,No,Yes,"Continental, North Indian, Chinese, BBQ",Marathahalli,Marathahalli,Yes
Antilla Aromas,Dessert Parlor,3.7,18,300.0,Yes,No,"Desserts, Ice Cream",Bannerghatta Road,Bannerghatta Road,Yes
Anu Momos Chinese Kitchen,Quick Bites,3.7,118,450.0,Yes,No,"Chinese, Thai, Momos",Kalyan Nagar,Kammanahalli,Yes
Anupam's Coast II Coast,Casual Dining,4.1,841,700.0,Yes,No,"Seafood, Mangalorean, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Yes
Anupam's Coastal Express,Casual Dining,4.1,179,600.0,Yes,No,"Seafood, Mangalorean, South Indian",Basavanagudi,Shanti Nagar,Yes
Anushka Restaurant,Casual Dining,2.8,40,550.0,Yes,No,"North Indian, Chinese",Brookefield,Whitefield,Yes
Apna Hotel,Quick Bites,3.5,26,300.0,Yes,No,"North Indian, Hyderabadi",Brookefield,Whitefield,Yes
Apna Punjab,Quick Bites,3.6,474,450.0,Yes,No,"North Indian, Chinese, Fast Food",Bannerghatta Road,BTM,Yes
Apna Veg Dhaba,Casual Dining,3.1,35,400.0,Yes,No,"North Indian, Chinese",Bellandur,Bellandur,Yes
Apoorva Multi Cuisine Restaurant,Casual Dining,3.9,236,750.0,Yes,No,"North Indian, South Indian, Chinese, Andhra, Biryani",Brookefield,Brookefield,Yes
Appam & Curry,Quick Bites,3.8,18,200.0,Yes,No,"Kerala, South Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Yes
Appam Centre,Quick Bites,3.2,4,200.0,No,No,Kerala,Bannerghatta Road,JP Nagar,Yes
Appana Restaurant,Quick Bites,2.8,40,300.0,Yes,No,North Indian,Bannerghatta Road,BTM,Yes
Appetite Workstation,Quick Bites,3.6,16,500.0,Yes,No,"North Indian, Chinese, Biryani",Bellandur,Sarjapur Road,Yes
Apple Cafe,Quick Bites,3.3,14,300.0,No,No,"Beverages, Fast Food",Marathahalli,Marathahalli,Yes
Apsara Ice Cream,Dessert Parlor,3.2,4,200.0,No,No,"Ice Cream, Desserts",Brookefield,Whitefield,Yes
AQNI,Casual Dining,3.6,89,650.0,Yes,No,"North Indian, Mughlai, Biryani, Rolls",Malleshwaram,New BEL Road,Yes
Aqua - The Park Bangalore,"Lounge, Bar",4.0,195,3000.0,No,Yes,"North Indian, Mediterranean, Chinese",Church Street,MG Road,Yes
